groep;meetnet;task_id;taak;visit_id;start_date;start_time;end_date;end_time;notes;locatie;protocol;bezoek_status;uitgevoerd_door
amfibieën;Boomkikker;1155;Veldbezoek 2;387;2016-05-13;21:00:00;;22:30:00;"Hoofdteller: Bertie Vanderlee
Medetellers: Freddy Janssens, Philippe Plessers

totaal 7 poelen maaswinkel: ongeveer 122 mannetjes";Maaswinkel 3;Padden en kikkers - Roepkoren;Conform protocol;Beheerder Natuurpunt
amfibieën;Boomkikker;1558;Schepbezoek 1 (larven);234;2016-07-07;19:40:00;2016-07-07;20:20:00;"Poel iets makkelijker te betreden dan andere poelen in Maaswinkel. Helft van de scheppen vanop de kant en helft van in het water. Watercrassula aanwezig in poel (Materialen werden nadien grondig gereinigd).

Permanentie waterkolom: soms
Ook 16 rana sp. en 9 groene kikker larven geteld.

Medetellers: Bertie Vanderlee, Bart Hoelbeek, derde

Lokale naam: Poel 3";Maaswinkel 3;Padden en kikkers - Larven;Conform protocol;Hannes Ledegen
amfibieën;Boomkikker;1094;Veldbezoek 1;379;2016-05-07;21:30:00;;23:00:00;"Hoofdteller: Bertie Vanderlee
Medetellers: Jos Gorissen, Ann Thijs, Marleen Lambrichts

totaal 7 poelen maaswinkel: 163-183 mannetjes

Aantal: 15-20 geschat";Maaswinkel 4;Padden en kikkers - Roepkoren;Conform protocol;Beheerder Natuurpunt
amfibieën;Boomkikker;0;;395;2016-05-09;22:00:00;;23:00:00;"Hoofdteller: Bertie Vanderlee
Medetellers: Bart Hoelbeek
totaal 7 poelen maaswinkel: 140-155 mannetjes";Maaswinkel 4;Padden en kikkers - Roepkoren;Conform protocol;Beheerder Natuurpunt
amfibieën;Boomkikker;1154;Veldbezoek 2;388;2016-05-13;21:00:00;;22:30:00;"Hoofdteller: Bertie Vanderlee
Medetellers: Freddy Janssens, Philippe Plessers

totaal 7 poelen maaswinkel: ongeveer 122 mannetjes";Maaswinkel 4;Padden en kikkers - Roepkoren;Conform protocol;Beheerder Natuurpunt
amfibieën;Boomkikker;1557;Schepbezoek 1 (larven);233;2016-07-07;19:00:00;2016-07-07;19:45:00;"Lastig te bemonsteren poelen in Maaswinkel door de Grind ondergrond. Op twee plekjes van de kant kunnen scheppen maar voornamelijk met lieslaarzen van in het water geschept.
Aanwezigheid van vis staat op nee omdat de poel bijna jaarlijks droog komt en er enkel sporadisch een miniscuul visje aanwezig was dat weinig predatiedruk met zich meebrengt.

Medetellers: Bertie Vanderlee, Bart Hoelbeek, derde";Maaswinkel 4;Padden en kikkers - Larven;Conform protocol;Hannes Ledegen
amfibieën;Boomkikker;1096;Veldbezoek 1;380;2016-05-07;21:30:00;;23:00:00;"Hoofdteller: Bertie Vanderlee
Medetellers: Jos Gorissen, Ann Thijs, Marleen Lambrichts

totaal 7 poelen maaswinkel: 163-183 mannetjes";Maaswinkel 5;Padden en kikkers - Roepkoren;Conform protocol;Beheerder Natuurpunt
amfibieën;Boomkikker;0;;396;2016-05-09;22:00:00;;23:00:00;"Hoofdteller: Bertie Vanderlee
Medetellers: Bart Hoelbeek
totaal 7 poelen maaswinkel: 140-155 mannetjes";Maaswinkel 5;Padden en kikkers - Roepkoren;Conform protocol;Beheerder Natuurpunt
amfibieën;Boomkikker;1156;Veldbezoek 2;389;2016-05-13;21:00:00;;22:30:00;"Hoofdteller: Bertie Vanderlee
Medetellers: Freddy Janssens, Philippe Plessers

totaal 7 poelen maaswinkel: ongeveer 122 mannetjes";Maaswinkel 5;Padden en kikkers - Roepkoren;Conform protocol;Beheerder Natuurpunt
amfibieën;Boomkikker;1559;Schepbezoek 1 (larven);232;2016-07-07;18:30:00;2016-07-07;19:00:00;"Poel zeer moeilijk bereikbaar wegens ligging in een kom met overal bramen eromheen. Ook met lieslaarzen aan heel tricky om niet onder te lopen door grind ondergrond. Extreem veel heel kleine visjes in de vijver. Maar één zijde van de poel kunnen bemonsteren wegens overkant onbereikbaar.

Medetellers: Bertie Vanderlee, Bart Hoelbeek, derde
Permanentie waterkolom: Soms wel, soms niet. Om de paar jaar staat het wel eens droog.

Lokale naam: Poel 5";Maaswinkel 5;Padden en kikkers - Larven;Conform protocol;Hannes Ledegen
amfibieën;Boomkikker;1093;Veldbezoek 1;381;2016-05-07;21:30:00;;23:00:00;"Hoofdteller: Bertie Vanderlee
Medetellers: Jos Gorissen, Ann Thijs, Marleen Lambrichts

totaal 7 poelen maaswinkel: 163-183 mannetjes

Aantal: 10-15 geschat";Maaswinkel 6;Padden en kikkers - Roepkoren;Conform protocol;Beheerder Natuurpunt
amfibieën;Boomkikker;0;;397;2016-05-09;22:00:00;;23:00:00;"Hoofdteller: Bertie Vanderlee
Medetellers: Bart Hoelbeek
totaal 7 poelen maaswinkel: 140-155 mannetjes";Maaswinkel 6;Padden en kikkers - Roepkoren;Conform protocol;Beheerder Natuurpunt
amfibieën;Boomkikker;1153;Veldbezoek 2;390;2016-05-13;21:00:00;;22:30:00;"Hoofdteller: Bertie Vanderlee
Medetellers: Freddy Janssens, Philippe Plessers

totaal 7 poelen maaswinkel: ongeveer 122 mannetjes";Maaswinkel 6;Padden en kikkers - Roepkoren;Conform protocol;Beheerder Natuurpunt
amfibieën;Boomkikker;1556;Schepbezoek 1 (larven);259;2016-07-14;20:30:00;2016-07-14;21:11:00;"Veel groenalgen, watercrassula, sterrenkroos en stinkende modder.

Tellers: Bertie Vanderlee, Bart Hoelbeek, Iwan Dewyspelaere

Ook nog 21 groene kikker larven: 0,0,5,1,8,0,3,2,0,2 (respectievelijk per schep)";Maaswinkel 6;Padden en kikkers - Larven;Conform protocol;Hannes Ledegen
amfibieën;Boomkikker;1092;Veldbezoek 1;382;2016-05-07;21:30:00;;23:00:00;"Hoofdteller: Bertie Vanderlee
Medetellers: Jos Gorissen, Ann Thijs, Marleen Lambrichts

totaal 7 poelen maaswinkel: 163-183 mannetjes

Aantal: 25-30 geschat";Maaswinkel 8;Padden en kikkers - Roepkoren;Conform protocol;Beheerder Natuurpunt
amfibieën;Boomkikker;0;;398;2016-05-09;22:00:00;;23:00:00;"Hoofdteller: Bertie Vanderlee
Medetellers: Bart Hoelbeek
totaal 7 poelen maaswinkel: 140-155 mannetjes";Maaswinkel 8;Padden en kikkers - Roepkoren;Conform protocol;Beheerder Natuurpunt
amfibieën;Boomkikker;1152;Veldbezoek 2;391;2016-05-13;21:00:00;;22:30:00;"Hoofdteller: Bertie Vanderlee
Medetellers: Freddy Janssens, Philippe Plessers

totaal 7 poelen maaswinkel: ongeveer 122 mannetjes";Maaswinkel 8;Padden en kikkers - Roepkoren;Conform protocol;Beheerder Natuurpunt
amfibieën;Boomkikker;1555;Schepbezoek 1 (larven);260;2016-07-14;19:40:00;2016-07-14;20:20:00;"Tellers: Bertie Vanderlee, Bart Hoelbeek, Iwan Dewyspelaere

Ook nog groene kikker: 13,3,4,11,9,7,4,10,10,12 respectievelijk per schep";Maaswinkel 8;Padden en kikkers - Larven;Conform protocol;Hannes Ledegen
amfibieën;Boomkikker;0;;15;2016-05-04;23:30:00;2016-05-05;00:30:00;"Vrij koude nacht (8C) met open hemel
Roepende mannetjes opvallend verspreid over alle vijvers/poelen.";NR Dautewijers 1;Padden en kikkers - Roepkoren;Conform protocol;Koen Thonissen
amfibieën;Boomkikker;1087;Veldbezoek 1;121;2016-05-04;23:30:00;2016-05-04;00:00:00;Vrij koude nacht met open hemel (8°C). Mannetjes roepen opvallend gespreid over alle poelen;NR Dautewijers 1;Padden en kikkers - Roepkoren;Conform protocol;Koen Thonissen
amfibieën;Boomkikker;1147;Veldbezoek 2;125;2016-05-28;22:40:00;2016-06-13;22:45:00;;NR Dautewijers 1;Padden en kikkers - Roepkoren;Conform protocol;Koen Thonissen
amfibieën;Boomkikker;1550;Schepbezoek 1 (larven);780;2016-06-18;;;;We hebben niet elke schepbeurt geteld, maar de aantallen zijn het totaal van een tiental schepbeurten.;NR Dautewijers 1;Padden en kikkers - Larven;Conform protocol;Koen Thonissen
amfibieën;Boomkikker;0;;16;2016-05-05;00:00:00;2016-05-05;00:10:00;"Vrij koude nacht (8C)
Roepende mannetjes opvallend verspreid over alle poelen/vijvers.";NR Dautewijers 2;Padden en kikkers - Roepkoren;Conform protocol;Koen Thonissen
amfibieën;Boomkikker;1088;Veldbezoek 1;122;2016-05-05;00:30:00;2016-05-05;00:40:00;Vrij koude nacht met open hemel (8°C). Mannetjes roepen opvallend gespreid over alle poelen;NR Dautewijers 2;Padden en kikkers - Roepkoren;Conform protocol;Koen Thonissen
amfibieën;Boomkikker;1148;Veldbezoek 2;128;2016-05-29;00:10:00;2016-05-29;00:20:00;;NR Dautewijers 2;Padden en kikkers - Roepkoren;Conform protocol;Koen Thonissen
amfibieën;Boomkikker;1551;Schepbezoek 1 (larven);781;2016-06-18;;;;niet elke schepbeurt werd afzonderlijk genoteerd;NR Dautewijers 2;Padden en kikkers - Larven;Conform protocol;Koen Thonissen
amfibieën;Boomkikker;0;;17;2016-05-04;23:30:00;2016-05-05;00:30:00;"Vrij koude nacht (8C)
Roepende mannetjes opvallend verspreid over alle poelen.";NR Dautewijers 3;Padden en kikkers - Roepkoren;Conform protocol;Koen Thonissen
amfibieën;Boomkikker;1089;Veldbezoek 1;123;2016-05-05;00:00:00;2016-05-05;00:15:00;Vrij koude nacht met open hemel (8°C). Mannetjes roepen opvallend gespreid over alle poelen;NR Dautewijers 3;Padden en kikkers - Roepkoren;Conform protocol;Koen Thonissen
amfibieën;Boomkikker;1149;Veldbezoek 2;126;2016-05-28;23:00:00;2016-06-13;23:10:00;;NR Dautewijers 3;Padden en kikkers - Roepkoren;Conform protocol;Koen Thonissen
amfibieën;Boomkikker;1552;Schepbezoek 1 (larven);782;2016-06-18;;;;niet elke schepbeurt werd afzonderlijk genoteerd;NR Dautewijers 3;Padden en kikkers - Larven;Conform protocol;Koen Thonissen
amfibieën;Boomkikker;0;;18;2016-05-04;23:30:00;2016-05-05;00:30:00;"Vrij koude nacht (8C)
Roepende mannetjes opvallend verspreid over alle poelen.";NR Dautewijers 4;Padden en kikkers - Roepkoren;Conform protocol;Koen Thonissen
amfibieën;Boomkikker;1090;Veldbezoek 1;124;2016-05-05;00:15:00;2016-05-05;00:30:00;Vrij koude nacht met open hemel (8°C). Mannetjes roepen opvallend gespreid over alle poelen;NR Dautewijers 4;Padden en kikkers - Roepkoren;Conform protocol;Koen Thonissen
amfibieën;Boomkikker;1150;Veldbezoek 2;127;2016-05-28;23:10:00;2016-05-28;23:20:00;;NR Dautewijers 4;Padden en kikkers - Roepkoren;Conform protocol;Koen Thonissen
amfibieën;Boomkikker;1553;Schepbezoek 1 (larven);783;2016-06-18;;;;niet elke schepbeurt werd afzonderlijk geteld;NR Dautewijers 4;Padden en kikkers - Larven;Conform protocol;Koen Thonissen
amfibieën;Boomkikker;1098;Veldbezoek 1;331;2016-04-11;;;;;NR Platwijers 1;Padden en kikkers - Roepkoren;Conform protocol;Peter Engelen
amfibieën;Boomkikker;1099;Veldbezoek 1;332;2016-04-11;;;;;NR Platwijers 2;Padden en kikkers - Roepkoren;Conform protocol;Peter Engelen
amfibieën;Boomkikker;1100;Veldbezoek 1;329;2016-05-26;;;;;NR Schotshei;Padden en kikkers - Roepkoren;Conform protocol;Peter Engelen
amfibieën;Boomkikker;1160;Veldbezoek 2;330;2016-06-06;;;;;NR Schotshei;Padden en kikkers - Roepkoren;Conform protocol;Peter Engelen
amfibieën;Boomkikker;1563;Schepbezoek 1 (larven);320;2016-07-03;;;;42 larven op 13 schepbeurten;NR Schotshei;Padden en kikkers - Larven;Conform protocol;Peter Engelen
amfibieën;Boomkikker;1566;Schepbezoek 1 (larven);241;2016-06-22;15:00:00;2016-06-22;16:00:00;Medeteller: Leo Corstjens;NR 't Hasselterbroek 1;Padden en kikkers - Larven;Conform protocol;Iwan Lewylle
amfibieën;Boomkikker;1567;Schepbezoek 1 (larven);242;2016-06-22;13:00:00;2016-06-22;14:00:00;;NR 't Hasselterbroek 2;Padden en kikkers - Larven;Conform protocol;Iwan Lewylle
amfibieën;Boomkikker;1568;Schepbezoek 1 (larven);240;2016-06-22;15:30:00;2016-06-22;17:00:00;"medeteller: Leo Corstjens

Aantal scheppen nakijken";NR 't Hasselterbroek 3;Padden en kikkers - Larven;Conform protocol;Iwan Lewylle
amfibieën;Boomkikker;1569;Schepbezoek 1 (larven);239;2016-06-22;14:00:00;2016-06-22;15:30:00;"Medeteller: Leo Corstjens

aantal scheppen nog eens dubbelchecken";NR 't Hasselterbroek 4;Padden en kikkers - Larven;Conform protocol;Iwan Lewylle
amfibieën;Boomkikker;1570;Schepbezoek 1 (larven);243;2016-06-22;16:00:00;2016-06-22;17:00:00;"Waterkwaliteit 3 maar visueel minder goede poel dan Hasselterbroek poel 1 tem 4.

Aantallen bruine kikker nog even nakijken in wn.be eenmaal upload gebeurd is door iwan.";NR 't Hasselterbroek 5;Padden en kikkers - Larven;Conform protocol;Iwan Lewylle
amfibieën;Boomkikker;1108;Veldbezoek 1;288;2016-05-24;;;;;NR Vallei van de Itterbeek 1;Padden en kikkers - Roepkoren;Conform protocol;Peter Engelen
amfibieën;Boomkikker;1168;Veldbezoek 2;289;2016-06-03;;;;;NR Vallei van de Itterbeek 1;Padden en kikkers - Roepkoren;Conform protocol;Peter Engelen
amfibieën;Boomkikker;1571;Schepbezoek 1 (larven);290;2016-07-02;;;;totaalaantal over 15 scheppen ingevoerd in 1;NR Vallei van de Itterbeek 1;Padden en kikkers - Larven;Conform protocol;Peter Engelen
amfibieën;Boomkikker;1109;Veldbezoek 1;296;2016-05-24;;;;;NR Vallei van de Itterbeek 10;Padden en kikkers - Roepkoren;Conform protocol;Peter Engelen
amfibieën;Boomkikker;1169;Veldbezoek 2;297;2016-06-03;;;;;NR Vallei van de Itterbeek 10;Padden en kikkers - Roepkoren;Conform protocol;Peter Engelen
amfibieën;Boomkikker;1572;Schepbezoek 1 (larven);298;2016-07-02;;;;469 larven op 24 schepbeurten;NR Vallei van de Itterbeek 10;Padden en kikkers - Larven;Conform protocol;Peter Engelen
amfibieën;Boomkikker;1110;Veldbezoek 1;299;2016-05-24;;;;;NR Vallei van de Itterbeek 11;Padden en kikkers - Roepkoren;Conform protocol;Peter Engelen
amfibieën;Boomkikker;1170;Veldbezoek 2;300;2016-06-03;;;;;NR Vallei van de Itterbeek 11;Padden en kikkers - Roepkoren;Conform protocol;Peter Engelen
amfibieën;Boomkikker;1573;Schepbezoek 1 (larven);301;2016-07-02;;;;"45 larven op 30 schepbeurten. 
Plas pas in 2015 opnieuw uitgegraven.
Te groot voor goede bemonstering";NR Vallei van de Itterbeek 11;Padden en kikkers - Larven;Conform protocol;Peter Engelen
amfibieën;Boomkikker;1111;Veldbezoek 1;302;2016-05-24;;;;;NR Vallei van de Itterbeek 2;Padden en kikkers - Roepkoren;Conform protocol;Peter Engelen
amfibieën;Boomkikker;1171;Veldbezoek 2;303;2016-06-03;;;;;NR Vallei van de Itterbeek 2;Padden en kikkers - Roepkoren;Conform protocol;Peter Engelen
amfibieën;Boomkikker;1574;Schepbezoek 1 (larven);304;2016-07-02;;;;172 larven in 12 schepbeurten;NR Vallei van de Itterbeek 2;Padden en kikkers - Larven;Conform protocol;Peter Engelen
amfibieën;Boomkikker;1112;Veldbezoek 1;305;2016-05-24;;;;;NR Vallei van de Itterbeek 3;Padden en kikkers - Roepkoren;Conform protocol;Peter Engelen
amfibieën;Boomkikker;1172;Veldbezoek 2;306;2016-06-03;;;;;NR Vallei van de Itterbeek 3;Padden en kikkers - Roepkoren;Conform protocol;Peter Engelen
amfibieën;Boomkikker;1575;Schepbezoek 1 (larven);307;2016-07-02;;;;"112 larven op 30 schepbeurten.
Poel heeft een goede watervegetatie maar is van nature troebel.";NR Vallei van de Itterbeek 3;Padden en kikkers - Larven;Conform protocol;Peter Engelen
amfibieën;Boomkikker;1113;Veldbezoek 1;308;2016-05-24;;;;;NR Vallei van de Itterbeek 4;Padden en kikkers - Roepkoren;Conform protocol;Peter Engelen
amfibieën;Boomkikker;1173;Veldbezoek 2;309;2016-06-03;;;;;NR Vallei van de Itterbeek 4;Padden en kikkers - Roepkoren;Conform protocol;Peter Engelen
amfibieën;Boomkikker;1576;Schepbezoek 1 (larven);310;2016-07-02;;;;"80 larven op 20 schepbeurten.
Oevers beginnen te verwilgen.";NR Vallei van de Itterbeek 4;Padden en kikkers - Larven;Conform protocol;Peter Engelen
amfibieën;Boomkikker;1114;Veldbezoek 1;311;2016-05-24;;;;;NR Vallei van de Itterbeek 5;Padden en kikkers - Roepkoren;Conform protocol;Peter Engelen
amfibieën;Boomkikker;1174;Veldbezoek 2;312;2016-06-03;;;;;NR Vallei van de Itterbeek 5;Padden en kikkers - Roepkoren;Conform protocol;Peter Engelen
amfibieën;Boomkikker;1577;Schepbezoek 1 (larven);313;2016-07-02;;;;"32 larven op 30 schepbeurten
Waterbiotoop gaat hersteld worden in september 2016.";NR Vallei van de Itterbeek 5;Padden en kikkers - Larven;Conform protocol;Peter Engelen
amfibieën;Boomkikker;1115;Veldbezoek 1;314;2016-05-24;;;;;NR Vallei van de Itterbeek 6;Padden en kikkers - Roepkoren;Conform protocol;Peter Engelen
amfibieën;Boomkikker;1175;Veldbezoek 2;315;2016-06-03;;;;;NR Vallei van de Itterbeek 6;Padden en kikkers - Roepkoren;Conform protocol;Peter Engelen
amfibieën;Boomkikker;1578;Schepbezoek 1 (larven);316;2016-07-02;;;;32 larven op 30 schepbeurten;NR Vallei van de Itterbeek 6;Padden en kikkers - Larven;Conform protocol;Peter Engelen
amfibieën;Boomkikker;1116;Veldbezoek 1;318;2016-05-24;;;;;NR Vallei van de Itterbeek 7;Padden en kikkers - Roepkoren;Conform protocol;Peter Engelen
amfibieën;Boomkikker;1176;Veldbezoek 2;321;2016-06-03;;;;;NR Vallei van de Itterbeek 7;Padden en kikkers - Roepkoren;Conform protocol;Peter Engelen
amfibieën;Boomkikker;1579;Schepbezoek 1 (larven);319;2016-07-02;;;;82 larven op 15 schepbeurten;NR Vallei van de Itterbeek 7;Padden en kikkers - Larven;Conform protocol;Peter Engelen
amfibieën;Boomkikker;1117;Veldbezoek 1;322;2016-05-24;;;;;NR Vallei van de Itterbeek 8;Padden en kikkers - Roepkoren;Conform protocol;Peter Engelen
amfibieën;Boomkikker;1177;Veldbezoek 2;323;2016-06-02;;;;;NR Vallei van de Itterbeek 8;Padden en kikkers - Roepkoren;Conform protocol;Peter Engelen
amfibieën;Boomkikker;1580;Schepbezoek 1 (larven);324;2016-07-02;;;;81 larven op 14 scheppen;NR Vallei van de Itterbeek 8;Padden en kikkers - Larven;Conform protocol;Peter Engelen
amfibieën;Boomkikker;1118;Veldbezoek 1;325;2016-05-24;;;;;NR Vallei van de Itterbeek 9;Padden en kikkers - Roepkoren;Conform protocol;Peter Engelen
amfibieën;Boomkikker;1178;Veldbezoek 2;326;2016-06-03;;;;;NR Vallei van de Itterbeek 9;Padden en kikkers - Roepkoren;Conform protocol;Peter Engelen
amfibieën;Boomkikker;1581;Schepbezoek 1 (larven);327;2016-07-02;;;;152 larven op 16 schepbeurten;NR Vallei van de Itterbeek 9;Padden en kikkers - Larven;Conform protocol;Peter Engelen
amfibieën;Boomkikker;1119;Veldbezoek 1;59;2016-05-26;23:50:00;2016-05-26;;;NR Wijvenheide 1;Padden en kikkers - Roepkoren;Conform protocol;Chris Onkelinx
amfibieën;Boomkikker;1181;Veldbezoek 2;61;2016-05-26;23:00:00;2016-05-27;;15 tot 20;NR Wijvenheide 3;Padden en kikkers - Roepkoren;Conform protocol;Chris Onkelinx
amfibieën;Boomkikker;1122;Veldbezoek 1;62;2016-05-26;23:00:00;;;;NR Wijvenheide 4;Padden en kikkers - Roepkoren;Conform protocol;Chris Onkelinx
amfibieën;Boomkikker;1123;Veldbezoek 1;58;2016-05-26;23:00:00;2016-05-26;;;NR Wijvenheide 5;Padden en kikkers - Roepkoren;Conform protocol;Chris Onkelinx
amfibieën;Boomkikker;1125;Veldbezoek 1;60;2016-05-26;23:00:00;2016-05-27;;nul;NR Wijvenheide 7;Padden en kikkers - Roepkoren;Conform protocol;Chris Onkelinx
amfibieën;Boomkikker;0;;294;2016-07-02;;;;Geen BOOMKIKKER in dit gebied  (ONGESCHIKT);Opitter 1;Padden en kikkers - Larven;Geen veldwerk mogelijk;Peter Engelen
amfibieën;Boomkikker;0;;295;2016-07-02;;;;Geen BOOMKIKKER in dit gebied  (ONGESCHIKT);Opitter 2;Padden en kikkers - Larven;Geen veldwerk mogelijk;Peter Engelen
amfibieën;Boomkikker;1591;Schepbezoek 1 (larven);235;2016-07-07;14:45:00;2016-07-07;15:20:00;"Poel extreem groot en moeilijk te scheppen vanop de oever. Met lieslaarzen geschept op eilandjes van vegetatie met russen. Hier lokaal grote aantallen.

Medetellers: Hannes Ledegen, Iwan Lewylle, Davy Huygen

Aan de oever ook al vele juveniele boomkikkers.

Groene kikker larven: 65
Rana spec larven: 10";Vijvergebied Midden-Limburg 1;Padden en kikkers - Larven;Conform protocol;Chris Onkelinx
amfibieën;Boomkikker;1592;Schepbezoek 1 (larven);236;2016-07-07;15:30:00;2016-07-07;16:00:00;"Medetellers: Hannes Ledegen, Iwan Lewylle, Davy Huygen

Aan de oever ook al vele juveniele boomkikkers.

Ook 30x Rana sp larven";Vijvergebied Midden-Limburg 2;Padden en kikkers - Larven;Conform protocol;Chris Onkelinx
amfibieën;Boomkikker;1596;Schepbezoek 1 (larven);238;2016-07-07;16:00:00;2016-07-07;16:30:00;"Medetellers: Hannes Ledegen, Iwan Lewylle, Davy Huygen

Ook 13 larven Rana sp. gezien";Vijvergebied Midden-Limburg 6;Padden en kikkers - Larven;Conform protocol;Chris Onkelinx
amfibieën;Boomkikker;1597;Schepbezoek 1 (larven);237;2016-07-07;15:20:00;2016-07-07;16:00:00;"Medetellers: Iwan Lewylle, Hannes Ledegen, Davy Huygen

Ook 30 Rana sp. larven";Vijvergebied Midden-Limburg 7;Padden en kikkers - Larven;Conform protocol;Chris Onkelinx
amfibieën;Boomkikker;1140;Veldbezoek 1;719;2016-05-07;22:50:00;2016-05-07;;"Waarnemingen van Iwan Lewylle & Rudi Vantorre

Lokale naam ZWI_035 of Jagerspad 035";Zwin - Kleine vlakte 5;Padden en kikkers - Roepkoren;Conform protocol;Beheerder Natuurpunt
amfibieën;Boomkikker;1200;Veldbezoek 2;717;2016-05-15;22:00:00;2016-10-15;00:00:00;"Datum en aanvangsuur niet correct

aantallen zijn maxima van voortplantingsseizoen

Waarnemingen van Rudi Vantorre

Lokale naam ZWI_035 of Jagerspad 035";Zwin - Kleine vlakte 5;Padden en kikkers - Roepkoren;Conform protocol;Beheerder Natuurpunt
amfibieën;Boomkikker;1603;Schepbezoek 1 (larven);244;2016-07-06;11:00:00;2016-07-06;11:30:00;"Zeer veel kranswier op bodem van poel. Schepbeurten verliepen moeizaam. Waarschijnlijk onderbemonstering.

Medeteller: Dominique Verbelen

Adulte dieren: 1 Kamsalamander man, 1 man en 2 vrouw Kleine watersalamander

Lokale naam ZWI_035 of Jagerspad 035";Zwin - Kleine vlakte 5;Padden en kikkers - Larven;Conform protocol;Iwan Lewylle
amfibieën;Boomkikker;1142;Veldbezoek 1;720;2016-05-07;22:00:00;2016-05-07;;"Waarnemingen van Iwan Lewylle en Rudi Vantorre 

Lokale naam ZWI_024 of Jagerspad 024";Zwin - Kleine vlakte 7;Padden en kikkers - Roepkoren;Conform protocol;Beheerder Natuurpunt
amfibieën;Boomkikker;1202;Veldbezoek 2;718;2016-05-15;22:00:00;2016-05-15;00:00:00;"Datum en aanvangsuur niet correct

aantallen zijn maxima van voortplantingsseizoen

Waarnemingen van Rudi Vantorre

Lokale naam ZWI_024 of Jagerspad 024";Zwin - Kleine vlakte 7;Padden en kikkers - Roepkoren;Conform protocol;Beheerder Natuurpunt
